Language,Family Name,Notes,Blazon
English,KEET,"KEET, Canterbury.","Ermine, a fesse invecked azure between two bees volant in chief proper, and a damask rose in base gules barbed vert"
English,KEIRLL,"KEIRLL, co. Hereford.","Sable, a chevron erminois; on a chief indented argent an estoile between two mullets gules"
English,KEITH,"KEITH, Scotland.","Azure, a chief paly of six gules and or within a bordure engrailed sable"
English,KEITH,"KEITH, Scotland.",Per fesse or and argent; in chief three palets couped in base gules
English,KEKITMORE,KEKITMORE.,"Gules, three text S's or"
English,KELLAM,KELLAM.,"Gules, three lions rampant or with wreaths or their heads azure"
English,KELLET,"KELLET, co. Cork.","Argent, on a mount vert a boar passant sable crined or"
English,KELLHAM,KELLHAM.,"Gules, two lions rampant conjoined with one head or, crowned azure within a bordure argent"
English,KELLOCK,"KELLOCK, Scotland.","Gules, a bar between two fleurs-de-lis stalked and leaved in chief and an annulet in base"
English,KELLOWAY,"KELLOWAY, co. Wilts.","Argent, two grazier's[elsewhere glazier's nippers, grosing-irons, and also spokeshaves], in saltire sable between four pears gules, in a bordure engrailed of the second"
English,KELLOWAY,KELLOWAY.,"Argent, a saltire sable between four pears pendent gules"
English,KELLY,"KELLY Castle, Kelly, Ireland.","Azure, two lions rampant supporting a tower with three fleurs-de-lys out of the battlements"
English,KELLY,"KELLY, Ireland.","Azure, two lions rampant argent chained or, supporting a tower triple-turretted of the second"
English,KELVERDON KELDON,"KELVERDON, or KELDON, Essex.","Gules, a pall reversed ermine"
English,KEMP,KEMP.,"Gules, three garbs, within a bordure engrailed or, entoyre or pomeis"
English,KEMPSING,"KEMPSING, Kent.","Argent, a fesse and chevron interlaced sable"
English,KEMPSING,"KEMPSING, co. Kent.","Argent, a fesse and chevron interlaced sable"
English,KEMPTON,"KEMPTON, co. Cambridge.","Azure, a pelican, wings elevated or, vulning her breast gules, between three fleurs-de-lis of the second"
English,KENDALL,"KENDALL, Exeter.","Sable, three dolphins embowed argent"
English,KENDALL,KENDALL.,"Gules, a chain of seven links in pale argent"
English,KENDIFFE,KENDIFFE.,"Vert, an ant argent"
English,KENE,"KENE, Norfolk.","Argent, a talbot passant sable eared and collared or; to the collar a ring of the second; on a chief indented azure three crosses crosslet of the third"
English,KENNAWAY,"KENNAWAY, Scotland.","Argent, in chief two cannets, and in base an annulet gules"
English,KENNAWAY,"KENNAWAY, co. Devon: Baronetcy, 1791.","Argent, a fesse azure, two eagles displayed in chief and in base through an annulet gules a slip of olive and another of palm in saltire proper"
English,KENNEDY,KENNEDY.,"Sable, on a fesse argent, between three helmets close a fox courant proper"
English,KENNEDY,O'KENNEDY.,"Gules, three men's heads in profile armed with head pieces and gorgets argent"
English,KERCEY,KERCEY.,"Argent, a saltire gules between twelve gouttes sable"
English,KERNE,KERNE.,"Argent, a chevron between three lobster's claws gules"
English,KERR,"KERR, Scotland.","Argent, an unicorn salient sable, horned or"
English,KESSELL,Sr. de KESSELL.,"Argent, a cross of five lozenges conjoined gules"
English,KETTLER,KETTLER.,"Argent, a hanger, or kettle-iron, expanded gules"
English,KEY KEY,"KEY, co. Gloucester; also KEY, Lord Mayor of London, 1830-31.","Per chevron dovetail ermine and gules, three keys erect or"
English,KEY,KEY.,"Sable, a chevron ending in the middle point with a plain de lis argent"
English,KEYE,"KEYE, Oxon, (gr. 1688).","Argent, two bendlets humetty purpure"
English,KEYS HEN VI,"Roger KEYS, Clericus[granted by HEN. VI. 1449].","Per chevron gules and sable, three keys or, the wards of the two in chief facing each other, those of the one in base to the sinister"
English,KIDD,KIDD.,"Argent, two goats salient, combatant argent"
English,KIDD,KIDD.,"Azure, two goats salient, combatant argent"
English,KIDDER,"Richard KIDDER, Bp. of Bath and Wells, 1691-1703.","Argent, a saltire counter embattled sable"
English,KIDDER,"Richard KIDDER, Bp. of Bath and Wells, 1691-1703.","Argent, a saltire counter embattled sable"
English,KIDNEY,"KIDNEY, London; and Market Harborough, co. Leicester, granted 1765.","Azure, on a chevron or between in chief two lambs, and in base a ram argent, three lamb's kidneys gules"
English,KIDSON,"KIDSON, Bishopwearmouth, Durham.","Sable, three salmons erect argent, two and one; a chief or"
English,KILKENNY,"William de KILKENNY, Bp. of Ely, 1254-56.","Gules, five crescents or"
English,KILL,"KILL, Kill, Scotland.","Sable, three oval peels or"
English,KILLINGWORTH,KILLINGWORTH.,"Argent, three scaling-ladders bendwise, two and one, gules"
English,KILVINGTON,KILVINGTON.,"Argent, a fesse gules between three ermine spots sable"
English,KINEILAND,"KINEILAND, Scotland.","Azure, a hare salient argent, round the neck a hunting-horn sable, stringed gules"
English,KING LYNN,"Town of KING'S LYNN, Norfolk.","Azure, three conger-eel's heads erased and erect or; in the mouth of each a cross crosslet fitchee of the last"
English,KINGDOM,KINGDOM.,"Azure, three banners bendwise in pale flowing to the sinister or"
English,KINGESTON MS,"John KINGESTON, 1390[Harl. MS. 1178].","Argent, a chapeau or hat azure, with a plume of ostrich-feathers in front gules"
English,KINGESTON,"John KINGESTON, 1390.","Argent, a chapeau azure[elsewhere a steel cap proper], with a plume of ostrich feathers in front gules"
English,KINGSTON RICH II,"KINGSTON, temp. RICH. II.","Argent, a steel cap proper with a feather in front gules"
English,KINLOCH,"KINLOCH, Scotland.","Azure, on a shake-fork between two mascles in chief, and a boar's head erased in base or, three laurel leaves vert"
English,KINNEIR,KINNEIR of that Ilk.,"Sable, on a bend or, three canary birds proper"
English,KIRBY LONGESPEE,"KIRBY, Kent. [The arms engraved are from Haseley Church, and perhaps are those of LONGESPEE, Earl of Salisbury, with the canton for a difference.]","Azure, six lions rampant argent; on a canton or a mullet gules"
English,KIRCH,KIRCH.,"Argent, a stag salient proper armed or"
English,KIRK,"KIRK, Scotland.","Gules, a crosier or and sword argent saltirewise; on a chief of the second a thistle vert"
English,KIRKBY,"KIRKBY, Cumberland.","Argent, two bars gules, on a canton of the second a cross avellane or"
English,KIRKHAM,"KIRKHAM Priory, Yorkshire.","Gules, three water-bougets or, in pale a pilgrim's staff of the last enfiled with a water-bouget in base"
English,KIRKSWOLD,KIRKSWOLD.,Per fesse gules and azure a griffin argent armed or seizing on a dragon vert holding a plume of the third
English,KIRKWOOD,"KIRKWOOD, Scotland.",Per fesse azure and argent; on the first a demi-savage issuing wielding a wooden mallet proper; on the second three branches of oak vert
English,KIRSOPP,"KIRSOPP, Northumberland.","Gules, a saltire ermine, between two cranes in pale argent and two garbs in fesse or"
English,KIRTON,"A quartering of KIRTON, Northampton.","Argent, a fesse between three hawk's hoods gules"
English,KITCHIN,"Anthony KITCHIN, Bp. of Llandaff, 1545-65.","Argent, on a pale azure between two crosslets gules, a dove displayed in a glory issuing from a chief of the first"
English,KITCHING,"KITCHING, Hereford.","Argent, a chevron between three bustards gules"
English,KITE,"John KITE, Bp. of Carlisle, 1521-37.","Azure, on a chevron between three kite's heads erased or, three roses gules"
English,KNAPMAN,"KNAPMAN, co. Devon.","Or, on a cross gules between four Cornish Choughs proper five blocks of tin marked with the letter W."
English,KNIGHT,"KNIGHT, Bp. of Bath and Wells, 1541-47.","Party per fesse or and gules, in chief a demi-rose gules with two eagle's heads issuing therefrom sable, and from each side an eagle's wing of the last, in base a demi-sun or"
English,KNIGHT,"KNIGHT, Ruscombe, co. Berks.","Argent, three palets gules; on a canton of the second a spur with the rowel downwards leathered or within a bordure engrailed sable"
English,KNIGHT,KNIGHT.,Paly of six argent and azure; on a canton as the last a spur or
English,KNIGHT,KNIGHT.,"Per chevron argent and sable, three trefoils slipped counterchanged"
English,KNIGHT,KNIGHT.,"Vert, a bend fusil or"
English,KNIGHTON,"KNIGHTON, co. Hertford.",Barry of five argent and azure; on a canton of the second a tun or
English,KNIGHTS TEMPLARS,Badge of the KNIGHTS TEMPLARS.,A cross patriarchal gules fimbriated or
English,KNIPERSLEY,KNIPERSLEY.,"Azure, three spades argent, helved or"
English,KNOLLES,"KNOLLES, co. Devon.","Or, a falcon sable preying on a moor-cock proper, on a chief of the second three birdbolts argent"
English,KNOWLES,"KNOWLES, Barony, 1603.","Azure, crusily, a cross moline voided throughout[otherwise disjoined] or"
English,KNOWLES,"KNOWLES, Earl of Banbury, ob. 1632.","Azure, crusilly a cross sarcelly disjoined or"
English,KNOWLES,KNOWLES.,"Azure, a hawk seizing a partridge argent; on a chief of the last three bolts of the first"
English,KNOWLYS,KNOWLYS.,"Azure, a cross humetty pierced sable, a chief gules"
English,KNYVETT,KNYVETT.,"Azure, three knives argent, hafted gules"
English,KOEHLER,KOEHLER.,"Or, three coulters of a plough fessways in pale azure"
English,KOVERDAW,KOVERDAW.,"Sable, three covers for cups argent"
English,KRAGG,KRAGG.,"Azure, a plough in fesse argent"
English,KYLE,"KYLE, Scotland.","Or, three candlesticks sable"
English,KYNYSMAN,KYNYSMAN.,"Gules, a fesse checquy or and sable between six crosses pomel argent"
English,KYRTON,"Sir Thomas KYRTON, Sheriff of London, 1533.","Sable, three herrings hauriant argent, a chief or"
English,LACHAULT,LACHAULT.,"Argent, two hart's horns in saltire sable"
English,LACHAULT,LACHAULT.,"Argent, two tenter-hooks[elsewhere harts' horns] in saltire sable"
English,LACY HEDGES,"LACY, alias HEDGES, London; also co. Oxford.","Argent, five swan's necks erased argent"
English,LACY,"Edmund LACY, Bp. of Hereford, 1417; afterwards Bp. of Exeter, 1420-55.","Azure, three shoveller's heads erased or"
English,LACY,LACY.,"Ermine, three bars wavy gules"
English,LACY,"Sir John LACY, Cornwall.","Argent, three spoonbill's heads erased argent beaked or"
English,LACYE,LACYE.,"Argent, six gunstones sable"
English,LAKE,"LAKE, Bp. of Bath and Wells, 1616-26.","Sable, a bend between six crosslets fitchy"
English,LAKE,"Viscount LAKE Delhi, 1807.","Sable, a bend between six cross crosslets fitchy argent; on a chief of the last the fish of Mogul per pale or and vert, banded vert and gules surmounting the Goog and Ullum honourable insignia in saltire"
English,LALAIN,"LALAIN, 1433.","Gules, ten lozenges argent, conjoined, three , three, three, and one"
English,LAMB,LAMB.,"Argent, a chevron engrailed gules between three lambs passant sable"
English,LAMB,LAMB.,"Azure, three paschal-lambs or"
English,LAMBART,"LAMBART, Earl Cavan.","Gules, three narcissuses argent pierced of the field"
English,LAMBERBY,LAMBERBY.,"Per chevron sable and argent, in chief two flies of the second"
English,LAMBERT,"LAMBERT, Norfolk,","Argent, a greyhound courant gules in front of an oak-tre on a mount vert"
English,LAMONT,LAMONT.,"Azure, a mound or"
English,LAMPEN,"LAMPEN, Cornwall.","Argent, on a bend engrailed sable, three ram's heads cabossed of the field attired or"
English,LAMPLOW,LAMPLOW.,"Argent, three lamps sable"
English,LAMPRELL,"LAMPRELL, Flanders.","Or, three lampreys proper"
English,LANCASTER,Town of LANCASTER.,"Per fesse vert and gules, in base a lion passant guardant on; in chief a quadrangle of castles walled argent"
English,LANDLES,LANDLES.,"Azure, three concentric orles or"
English,LANDON,LANDON.,"Argent, a chevron sable between three cameleons vert"
English,LANDON,LANDON.,"Or, a chevron sable between three bustards vert"
English,LANE,"LANE, London.","Gules, on a fesse wavy, between three swans with wings endorsed argent, as many crosses patty sable, each charged with five bezants"
English,LANERCOST PRIORY,"LANERCOST PRIORY, Cumberland.","Or, two flaunches gules"
English,LANG,LANG.,"Sable, on a fesse between two cinquefoils in chief argent, and on a mount in base three sprigs of oak proper, acorned or, the text letters ABCDEF of the field"
English,LANGFORD,"LANGFORD, Alington.","Gules, a wild-goose close, argent, a crescent for difference"
English,LANGFORD,"LANGFORD, London.","Gules, a shoveller argent. Crest: a demi-shoveller argent"
English,LANGLEY,"LANGLEY, Dalton, Yorkshire.","Argent, a cockatrice with wings endorsed and tail nowed; at the end thereof a dragon's head all sable"
English,LANGLEY,"LANGLEY, Hathorpe Hall, Yorkshire.","Argent, a basilisk, wings endorsed, tail nowed sable"
English,LANGLEY,"LANGLEY, Lancaster.","Argent, a cockatrice volant sable, crested, membered, and beaked"
English,LANGLEY,"LANGLEY, co. Gloucester.","Argent, a fesse sable in chief three hurts"
English,LANGLEY,"LANGLEY, co. Gloucester.","Argent, a fesse sable; in chief three ogresses"
English,LANGTON,"Thomas LANGTON, Bp. of S.David's, 1483; Salisbury, 1485; Winchester, 1493-1501.","Or, on a cross quarterly azure and gules five roses of the first"
English,LANYON,"LANYON, Cornwall.","Sable, a falcon hovering with bells proper over a castle with four towers argent"
English,LATIMER,"LATIMER, Northamp.","Gules, a cross patonce or"
English,LAUD,Archbishop LAUD.,"Sable, on a chevron or, between three estoiles of the second[or last], as many crosses pattee fitchee gules"
English,LAUD,"William LAUD, Bp. of S.David's, 1621; Bp. of Bath and Wells, 1626; Bp. of London, 1628; Abp. of Cant., 1633-45.","Sable, on a chevron between three estoiles or, three crosses pattee fitchy gules"
English,LAUDER,"Burgh of LAUDER, Scotland.","Argent, the Virgin Mary looking at the child Jesus in her arms, a radiated glory round each of their heads, all proper, their vestments azure"
English,LAUNCESTON,"Town of LAUNCESTON, co. Cornwall.","Gules, a triple circular tower in a pyramidal form or, the first with battlements mounted with cannon of the last, all within a bordure azure charged with eight towers domed or"
English,LAUNDE,Richard LAUNDE.,"Ermine, a cross counter-compony gules and or; in the dexter chief a lion rampant sable"
English,LAURENCE,LAURENCE.,"Argent, a chevron between three gridirons erect handles downwards sable"
English,LAURIN,"M'LAURIN, Dreghorn.","Argent, a bishop's crook in pale sable"
English,LAVENDER,"LAVENDER, co. Herts.","Per fesse gules and argent; a pale counterchanged, thereon three fountains proper"
English,LAW CAMBRIDGE,Professorship of LAW at CAMBRIDGE.,"Purpure, a cross moline or; on a chief cousu gules a lion passant of the second charged on the body with the letter L"
